type,price,beds,bath,propertysqft,locality,zipcode,distance_to_center,distance_to_wall_street
Condo,3000000,1,2,1600.0,Brooklyn,11201,6.430025243735226,1.1971504494789234
Condo,2400000,1,2,1427.0,Manhattan,10019,0.7066243632282766,6.696684923197894
House,988000,4,4,2230.0,Manhattan,11360,17.52395431715702,20.853539288569138
Co-op,299999,1,1,850.0,Queens,11375,12.34906143914244,13.924469459259326
Co-op,120000,2,1,1100.0,Bronx,10456,10.774021570320386,16.660892739351766
Condo,1995000,3,2,1376.0,Manhattan,10001,1.6496295593770087,4.558084112716576
Condo,1400000,3,2,1625.0,Manhattan,11694,23.656574529522786,20.31680171237693
Co-op,670000,1,1,1440.0,Manhattan,10022,1.9702121561499524,7.136273335952117
House,1499000,5,4,3200.0,Manhattan,11692,24.902253793299966,22.381898576247597
House,1200000,4,2,2173.0,Manhattan,10314,21.34158357807783,15.442726667008658
Multi-family home,3299000,5,3,3262.0,Manhattan,11205,7.487004152947479,3.536490476460043
Multi-family home,2500000,7,4,2660.0,Manhattan,10029,5.94703420369605,11.795320043666031
House,799000,3,2,2230.0,Manhattan,11210,14.88206652676859,10.16281077604783
House,715000,4,2,1866.0,Manhattan,10473,13.263672853536542,18.296580966589183
Condo,925000,2,2,1033.0,Manhattan,10029,5.24800220952129,11.285810304130372
Multi-family home,750000,5,3,3327.0,Manhattan,10466,18.55069018454935,24.57428904003093
Condo,2795000,2,2,1372.0,Manhattan,10023,1.4626870677671395,7.655023627511813
Multi-family home,1560000,5,2,3262.0,Manhattan,11204,15.825606848452177,10.09740909291027
Co-op,4650000,3,3,1440.0,Manhattan,10021,2.5618022148125736,8.155643702455027
Multi-family home,1100000,8,3,3312.0,Manhattan,10462,13.780806460045401,19.182752567480986
Co-op,1199000,2,2,1000.0,Manhattan,10075,2.657007437670846,8.63778752890826
Condo,2850000,3,2,1912.0,Brooklyn,11249,5.628386437394674,3.6379604361200624
Co-op,530000,1,1,1440.0,Manhattan,10016,1.2664438093987638,5.197991813711759
Co-op,475000,2,1,964.0,Queens,11106,4.275478497993495,8.97351534414325
Multi-family home,2700000,16,8,8000.0,Manhattan,11222,4.965985875797856,5.567792724987366
Multi-family home,900000,8,5,2028.0,Manhattan,10452,9.431417511670935,15.56222359294259
House,1049000,3,1,1683.0,Manhattan,11209,15.270252954207992,9.124770389293822
Multi-family home,995000,7,5,3262.0,Manhattan,11414,15.157953178600975,13.733193297358598
Co-op,245000,1,1,550.0,Brooklyn,11209,14.394787106099932,8.214051528996324
Condo,695000,2,2,1080.0,Brooklyn,11224,20.402607273755272,14.794285405830554
Condo,555000,2,1,1786.0,Manhattan,11370,7.844130688704134,12.010610695064232
Multi-family home,1250000,11,6,3262.0,Manhattan,11356,11.646343439211835,16.01214696724991
Co-op,4950000,2,2,1440.0,Manhattan,10023,1.6988332027762643,7.899951102141336
Multi-family home,928000,3,4,1640.0,Manhattan,11232,12.007568315172987,5.925657146181297
House,725000,3,2,2230.0,Manhattan,11436,18.105812707510466,17.925186543060697
Co-op,199000,1,1,550.0,Brooklyn,11210,16.357988258820413,11.404123776537078
Multi-family home,854000,6,2,3262.0,Manhattan,10458,14.242292197611983,20.302030246090585
House,1439000,4,2,2230.0,Manhattan,11216,8.660415753931964,5.492013371584501
Co-op,475000,2,1,975.0,Manhattan,11214,17.791349982921393,11.970012919105798
Condo,815000,2,2,1000.0,Brooklyn,11235,19.315547317886168,14.09113528166935
Condo,474000,2,1,750.0,Brooklyn,11232,12.786038800341093,6.917242975913031
Condo,2350000,2,2,1572.0,Manhattan,10011,2.278740958600867,4.083442646594213
Co-op,1325000,2,2,1250.0,Manhattan,10023,2.30401111172349,8.427528139760529
House,6600000,8,5,5110.0,Manhattan,10029,4.859208856836754,10.833440635068376
Co-op,590000,2,1,800.0,Brooklyn,11230,14.33661200020298,9.245770866317615
Condo,610000,1,1,673.0,Manhattan,10280,6.2656912151568465,0.8192377653650933
Multi-family home,789000,4,2,3262.0,Manhattan,11203,14.121976840290849,9.908340668475766
Condo,1299000,1,2,1066.0,Manhattan,10022,1.3317975913159714,7.0144984619318
House,632000,4,2,1496.0,Manhattan,10312,29.024857695641334,23.26580803693287
Co-op,499000,2,1,1440.0,Manhattan,11375,12.137991404173622,13.822983155618568
Condo,800000,2,1,850.0,Brooklyn,11216,9.00287557629916,5.38717440419059
Condo,725000,1,1,696.0,Brooklyn,11238,9.059153394976393,5.242336667252892
Co-op,349500,1,1,900.0,Queens,11375,13.387079244448174,14.544472112715171
Co-op,625000,2,1,1440.0,Manhattan,10025,5.0944598460482,11.294592606017705
Multi-family home,1090000,5,3,3262.0,Manhattan,11385,8.516364374752134,8.676467944646852
Multi-family home,1348000,6,3,3262.0,Manhattan,11368,10.997938704731268,14.019077637076641
Co-op,2975000,3,2,1440.0,Manhattan,10021,2.5511501738995292,8.476598844181675
Co-op,280000,1,1,964.0,Queens,11355,13.370531472901568,16.235542398505874
Co-op,259000,1,1,964.0,Queens,11373,9.735030063892848,11.908544431325208
Condo,550000,3,1,446.0,Manhattan,10065,2.1811576470713336,7.870242612710602
Condo,12495000,4,3,1786.0,Manhattan,10012,3.6707939385925026,2.583629819363907
Multi-family home,4800000,5,6,3262.0,Manhattan,11205,7.621613379553019,3.6842715670836474
Co-op,398000,3,1,1000.0,Queens,11354,13.436756769596924,17.15598012932772
Co-op,329000,2,1,850.0,Bronx,10465,16.556809460917464,21.343481981808395
Co-op,385000,1,1,845.0,Brooklyn,11209,15.60155836419427,9.403058758460146
Multi-family home,1325000,9,3,3262.0,Manhattan,11208,13.094112758944979,12.20510453088643
House,968000,3,2,2845.0,Manhattan,10314,23.604494079482244,17.81611688092211
Co-op,350000,1,1,964.0,Queens,11374,10.72961660737189,12.74504905678756
Condo,498000,1,1,785.0,Queens,11374,11.043400959235644,12.709745638886902
Townhouse,1675000,5,2,2100.0,Manhattan,11221,8.212042264339948,6.371553447540063
Co-op,525000,3,1,1440.0,Manhattan,10003,2.961074883806636,3.343312022261687
Co-op,280000,1,1,850.0,Brooklyn,11235,19.058474207445155,13.877947585758172
House,849000,4,2,2230.0,Manhattan,11420,16.53925010989333,16.257113843527126
Condo,1250000,1,1,855.0,Manhattan,10128,3.8357182292700194,9.596192720086362
Condo,359999,3,2,1093.0,Bronx,10456,9.266590952689908,15.155624708479506
Co-op,229000,1,1,964.0,Queens,11105,6.836507863679376,11.59074347019847
Co-op,3995000,3,2,1440.0,Manhattan,10003,2.367248243691713,3.864582584024273
Multi-family home,1499000,6,4,3450.0,Manhattan,10304,20.793237992913,14.683921711735191
Condo,2649000,3,3,1699.0,Manhattan,10016,1.7352255858132148,5.417920731429657
Condo,385000,2,1,919.0,Brooklyn,11207,14.415080646136847,12.004068016530034
Co-op,695000,1,1,1440.0,Manhattan,10019,0.6476515957553104,6.845673474185501
Multi-family home,1799000,7,2,4140.0,Manhattan,10457,11.80092311921191,17.83031354424659
Co-op,179000,1,1,600.0,Brooklyn,11210,13.69282579314965,9.019271092038565
Condo,2100000,3,3,1638.0,Manhattan,10022,1.5271736683827726,6.825723198512214
Co-op,323000,1,1,800.0,Brooklyn,11223,18.700597294212358,13.234524212886454
Condo,880000,1,1,713.0,Manhattan,11101,3.942442482499179,7.326145580745849
Condo,1500000,2,2,1334.0,Manhattan,10027,6.544047442526515,12.654218529472587
Co-op,425000,3,1,1440.0,Manhattan,10065,1.6071720927520718,7.2664244428666676
Co-op,2175000,4,4,1440.0,Manhattan,10016,1.4078194476883528,5.155696763327367
Co-op,1296000,2,2,1200.0,Manhattan,10075,3.343054745362541,8.816346982449627
Co-op,3395000,4,3,3111.0,Manhattan,10023,2.0013204920157235,8.19319689938354
Co-op,450000,2,1,1100.0,Brooklyn,11229,18.341115072725376,13.189753706587561
Condo,649000,3,2,1770.0,Queens,11694,23.715345829073915,20.659757547751685
Co-op,265000,2,1,900.0,Brooklyn,11235,18.915500325136392,13.905381601234197
Condo,3595000,2,2,1786.0,Manhattan,10023,1.2801834321854446,7.46367618149236
Multi-family home,1350000,9,3,3318.0,Manhattan,10451,9.465219462330735,15.465010892244427
Multi-family home,797777,4,2,3262.0,Manhattan,11436,18.026983077256027,17.83724386132295
House,549000,4,2,2230.0,Manhattan,11691,26.043480903633657,24.30823577904788
House,749000,3,2,1400.0,Manhattan,11234,14.920257212657106,10.56166814707531
Co-op,398000,3,1,900.0,Brooklyn,11204,15.748168638650371,10.055023909957892
Condo,680000,2,2,847.0,Queens,11373,9.822047139600556,12.006877526104333
Co-op,499000,2,1,964.0,Queens,11372,8.447673207235935,11.70197460983745
Townhouse,2250000,4,2,1360.0,Manhattan,11218,11.34935503723259,5.998460620921403
House,7188000,3,3,4108.0,Manhattan,10007,5.279535571727033,1.0034999087739689
Townhouse,1500000,14,7,6375.0,Manhattan,10460,12.376394714335671,18.266510595119872
Co-op,999000,1,1,845.0,Brooklyn,11215,9.941948671759937,5.040777294104664
Condo,799000,2,2,868.0,Queens,11361,17.974497993589466,21.157678726629783
Condo,699000,1,1,951.0,Queens,11377,7.041482625362524,9.817091510599516
Co-op,940000,2,1,1440.0,Manhattan,10021,2.8287483250251335,8.37257468030252
Townhouse,3460000,2,2,2484.0,Manhattan,11201,6.126693780177081,1.8469122224121368
Condo,1395000,2,2,1786.0,Manhattan,10028,3.5116652418447134,9.352295014562293
House,629000,3,2,1575.0,Manhattan,10469,16.631749236731988,22.52823641948721
Co-op,2995000,3,4,1440.0,Manhattan,10019,1.3368890092359222,7.537735909393149
Co-op,2750000,2,2,1440.0,Manhattan,10065,1.718262074493197,7.721107511727256
Townhouse,1100000,9,3,3944.0,Manhattan,10457,11.899312349736398,17.95501482914386
Co-op,1395000,2,2,1440.0,Manhattan,10021,2.2396124086834774,8.19398725009402
Multi-family home,1049000,6,2,3262.0,Manhattan,11379,10.484906124817487,11.156142345893088
Condo,4250000,2,2,1778.0,Manhattan,10001,1.6260089140582499,5.331280854311187
Co-op,925000,3,2,1700.0,Manhattan,10065,1.8436706119517674,7.4632934307971155
Condo,1695000,2,2,1035.0,Brooklyn,11211,5.498968084562197,4.959400417207737
Condo,599000,1,1,958.0,Queens,11372,9.09205569304648,12.044570837420677
Co-op,1250000,2,2,1350.0,Manhattan,10065,1.8187031424347546,7.830710886015646
Multi-family home,2299000,8,5,2700.0,Manhattan,11361,17.508147568681473,20.273576258014764
Co-op,2395000,4,4,3600.0,Manhattan,10017,1.6907670678621445,5.8318602041363725
House,3750000,13,8,2230.0,Manhattan,11103,5.602186183474162,9.80793113858155
Condo,1080000,2,2,1545.0,Queens,11356,11.156805876623107,15.466531785867742
Co-op,588888,3,2,1150.0,Queens,11374,10.958091585947521,12.869630833692915
Co-op,279000,2,1,964.0,Queens,11432,16.653193042520837,17.603766959395713
Condo,1199000,2,1,1080.0,Brooklyn,11209,16.451626554082004,10.264850678475362
House,1390000,3,2,1276.0,Manhattan,10463,15.35805339903258,21.50250967480822
Multi-family home,1150000,6,3,2400.0,Manhattan,11234,14.949090682893395,10.651554357470237
Co-op,6350000,4,4,1440.0,Manhattan,10024,3.0119956851169505,9.207029829437888
Condo,650000,2,2,1013.0,Bronx,10463,15.642704182189888,21.82410306523365
House,599999,3,2,1340.0,Manhattan,11212,11.788777564456648,9.095586484861004
Co-op,395000,2,1,950.0,Bronx,10471,18.022553989003054,24.217572469285916
Co-op,299000,1,1,700.0,Queens,11372,8.361818068123311,11.682392908395515
Condo,549000,2,2,1113.0,Queens,11414,15.192178890165893,14.054951557654386
Condo,1350000,2,2,1066.0,Brooklyn,11222,5.351863168454405,5.409540613828803
Condo,499000,1,1,571.0,Queens,11377,6.379763422772452,9.198225455591656
Condo,1351242,2,2,1026.0,Queens,11101,3.6294494807217417,7.153377662933602
Co-op,249000,2,1,830.0,Brooklyn,11223,19.12324219382224,13.595568667799705
Condo,479000,1,2,1096.0,Brooklyn,11208,12.175437392729636,11.42757765917596
Condo,1899000,3,2,1757.0,Brooklyn,11235,20.360540000180283,15.001604995760296
Co-op,275000,1,1,694.0,Queens,11435,14.986849634692895,15.990971281701668
Condo,2150000,2,2,1711.0,Manhattan,10023,1.5010014696411556,7.5246042583599735
Co-op,1999000,3,3,1950.0,Manhattan,10128,3.9377817573144287,9.944912233029152
Townhouse,3200000,7,4,2976.0,Manhattan,11217,8.086832062907863,2.8080583406570385
Co-op,1999000,2,2,1440.0,Manhattan,10028,3.0674074225172427,9.02559940033364
Condo,1745000,2,2,1574.0,Queens,11101,3.9294610990200907,7.1742558864104184
House,1488000,3,2,2886.0,Manhattan,10306,23.023959967075566,16.981675874731593
Condo,1494000,1,2,1444.0,Manhattan,10075,3.3581621413327976,8.886127934002431
Multi-family home,1108900,6,2,2664.0,Manhattan,11209,14.495822065247898,8.390236505897049
Multi-family home,3200000,3,4,3040.0,Manhattan,11231,8.586381372630516,3.060828558615563
House,650000,3,2,1110.0,Manhattan,10304,19.20171121273294,13.108814753991698
Townhouse,2050000,12,8,8049.0,Manhattan,11216,9.793394125188964,5.926512752717302
Multi-family home,1998000,19,8,5890.0,Manhattan,11215,11.14774071506525,5.616792335843229
House,1250000,5,4,2755.0,Manhattan,10305,19.809832263217192,13.61452056218952
Co-op,749000,2,1,1000.0,Manhattan,10021,2.7996797515656926,8.332016410057255
Multi-family home,1215000,13,7,5250.0,Manhattan,10473,12.121647869872147,17.58500809029454
Co-op,399000,1,1,964.0,Queens,11375,12.94127505970974,14.389637593753054
Co-op,2465000,2,2,1400.0,Manhattan,10024,3.2045864525021814,9.369418522865347
Co-op,1200000,2,2,1440.0,Manhattan,10128,3.925261088475201,9.946133783367527
Co-op,439000,3,1,475.0,Manhattan,10003,3.1893668611527386,3.0425141793902593
Condo,975000,2,2,930.0,Brooklyn,11207,10.054628463824768,8.380309831794882
Townhouse,1499000,6,4,4087.0,Manhattan,11221,9.272335584041768,7.164930791744256
Condo,650000,3,1,1050.0,Brooklyn,11225,12.470650118013065,7.848279338515794
Townhouse,2550000,8,4,3900.0,Manhattan,11215,10.800015316269988,5.300574446838465
House,3200000,6,5,5000.0,Manhattan,10027,6.542927679008987,12.641616986994164
Condo,1999999,4,4,2743.0,Manhattan,10024,3.4820037681794545,9.664534549633615
Condo,460000,1,1,518.0,Brooklyn,11235,19.31564904994902,14.091770293764256
Condo,1395000,2,2,1003.0,Manhattan,11205,7.585354428462743,4.269400549997989
Co-op,290000,1,1,964.0,Queens,11378,14.398508208830021,16.25523098370592
Multi-family home,1990000,6,5,2100.0,Manhattan,11361,17.489224276773697,20.255142668082662
Townhouse,2980000,6,3,3210.0,Manhattan,11215,11.258485715506627,6.02338591201836
House,3498000,2,2,2046.0,Manhattan,10013,4.884126042381264,1.3866096640701404
House,2595000,7,6,4950.0,Manhattan,10309,33.493687126297274,27.67709240428283
Condo,3995000,2,2,1283.0,Manhattan,10019,1.0368719673490168,7.220724023909517
Co-op,1139000,3,2,1800.0,Queens,11375,12.971801202030456,14.327160782075042
Multi-family home,4500000,3,5,4725.0,Manhattan,11222,5.053208387913753,5.912169506040251
Condo,2695000,2,2,1927.0,Brooklyn,11215,9.039730260216981,3.670498368940358
Co-op,125000,1,1,728.0,Bronx,10462,14.583275994173654,20.42688319419975
Condo,625000,1,1,692.0,Manhattan,10030,7.175003376327215,13.34806658503751
House,775000,4,3,2230.0,Manhattan,11236,15.425833100046638,12.256631497998972
Co-op,635000,1,1,1440.0,Manhattan,10024,3.4423278532685044,9.615535825289982
Multi-family home,2375000,9,5,4164.0,Manhattan,11209,15.308533559884243,9.13979103674835
Co-op,545000,1,1,1050.0,Brooklyn,11209,16.33427763560051,10.144223253982467
Condo,599000,1,1,935.0,Brooklyn,11235,19.973410699801693,14.575399211580535
Co-op,538000,2,2,1200.0,Queens,11375,11.920364966928478,13.55611996283973
Condo,342990,2,1,900.0,Staten Island,10301,18.655723099285257,12.791345778096758
Co-op,1500000,2,2,1600.0,Manhattan,10023,1.7363373863339064,7.933999417203212
House,939000,3,2,1700.0,Manhattan,11229,17.088718549717903,12.246484846274711
Condo,3150000,4,3,2263.0,Manhattan,10025,4.416583990887502,10.616919851879905
Multi-family home,1750000,6,3,2146.0,Manhattan,11220,12.93069115939274,6.998851656536678
Co-op,360000,3,1,1440.0,Manhattan,10019,0.7353110924745219,6.89777424991925
House,720000,3,3,2200.0,Manhattan,11233,10.218634155633504,7.5728678787526125
House,1199999,5,3,1728.0,Manhattan,11219,14.535107487846329,8.614659692956037
Co-op,200000,1,1,700.0,Brooklyn,11234,15.20624073030261,11.010053891493682
Co-op,699000,2,2,1400.0,Brooklyn,11226,11.942390607105613,7.282981083104732
Multi-family home,3000000,24,16,12720.0,Brooklyn,11203,12.863177359109388,8.847836402451577
Co-op,559000,3,2,1200.0,Bronx,10471,17.75623345593265,23.950837188099847
Multi-family home,1050000,5,4,2552.0,Manhattan,10314,21.353957705073793,15.494284304151652
Condo,2649000,3,3,1500.0,Manhattan,10016,1.2750634408212662,5.019368112341833
Co-op,614000,1,1,1440.0,Manhattan,10024,3.560178403270325,9.760052918026945
Condo,925000,2,2,787.0,Queens,11385,8.458018618622981,8.287835536428224
Condo,800000,3,2,951.0,Queens,11355,13.807011858787398,16.678543388763337
Condo,559000,1,1,579.0,Brooklyn,11221,9.500168827718174,8.016717792587151
Condo,999999,1,2,807.0,Manhattan,10004,6.505980038580362,0.7108557714733186
Co-op,269000,1,1,700.0,Brooklyn,11235,19.678670757202703,14.429409103393342
Condo,838000,2,2,1054.0,Brooklyn,11219,14.656257853423543,8.739845305020452
Multi-family home,2350000,15,10,8460.0,Manhattan,11385,8.430297123792306,8.761226781812953
Co-op,220000,1,1,792.0,Queens,11414,15.232818282761874,14.062573952469307
Condo,729000,1,1,550.0,Manhattan,10022,1.5472163272189878,7.028067339458513
Condo,2045000,3,2,1039.0,Manhattan,10019,0.6333609528407127,6.803273073780869
Condo,749000,2,2,1258.0,Manhattan,11356,12.391664639473692,16.903449736178068
Co-op,189000,1,1,964.0,Queens,11432,16.584679204619423,17.49603996548218
Co-op,250000,1,1,800.0,Bronx,10471,18.481741394064173,24.67525112326338
Condo,3695000,2,2,1978.0,Manhattan,10023,1.7232734913569527,7.870908863586275
Multi-family home,680000,3,2,2240.0,Manhattan,10304,17.29175544396885,11.173395266078906
Multi-family home,1195000,14,6,5100.0,Manhattan,11220,13.428454329231414,7.286588632045549
Multi-family home,1599999,8,4,3262.0,Manhattan,11377,7.39300247901788,10.571294197735273
Co-op,495000,2,1,900.0,Brooklyn,11230,14.04331321798653,8.726859951315753
Co-op,165000,1,1,964.0,Queens,11691,25.642514335782405,23.92624646269094
Condo,950000,2,2,1033.0,Manhattan,10029,5.24800220952129,11.285810304130372
House,975000,3,2,2230.0,Manhattan,11203,12.456682892841632,8.810916844822412
Co-op,449000,1,2,1074.0,Queens,11005,22.229117860181187,24.87490966949413
Co-op,325000,1,1,775.0,Brooklyn,11209,14.338300291008542,8.150788395157226
Condo,1599000,2,2,1094.0,Manhattan,10022,1.2090561913990094,6.736168541350582
House,649000,3,2,2000.0,Manhattan,11412,20.660495750096416,21.59958944815156
Condo,1850000,1,1,703.0,Manhattan,10003,3.0180529073860884,3.186961547063324
Condo,1395000,1,2,1220.0,Manhattan,10005,6.046234077103616,0.20770977696747017
Co-op,309000,1,1,1440.0,Manhattan,11375,11.604239224119109,12.884321177539968
Multi-family home,1499000,8,3,2636.0,Manhattan,11235,19.891840202356114,14.452884849634035
Co-op,179000,1,1,964.0,Queens,11414,15.451774732163592,14.301281582910073
House,849000,3,3,1656.0,Manhattan,11236,15.64446342836485,12.384152931646883
Multi-family home,2780000,14,9,3262.0,Manhattan,11358,15.85469821299686,18.900128603086042
Condo,759000,2,2,1230.0,Brooklyn,11230,16.486896853421747,11.39721409311946
Condo,1750000,2,2,1155.0,Brooklyn,11211,5.993223875138668,5.438151952005423
Condo,4995000,3,4,2184.0,Manhattan,10128,3.80828479749034,9.83930319498788
House,1400000,12,4,2230.0,Manhattan,11221,9.604219334294937,7.8577950455224626
Co-op,249000,2,1,1000.0,Brooklyn,11235,18.873059045348576,13.89365670707583
Condo,1500000,1,2,1218.0,Brooklyn,11211,6.082411126032227,5.1054826383767065
